id;winner_ace;winner_df;winner_serve_points;winner_1st_in;winner_1st_won;winner_2nd_won;loser_df;loser_serve_points;loser_1st_in;loser_1st_won;loser_2nd_won;match_id;loser_ace
75001;6;3;119;66;53;24;6;122;76;50;23;161966;8
75002;14;5;131;85;66;24;4;118;65;52;30;161967;9
75003;11;0;94;68;56;17;9;133;79;55;26;161968;13
75004;10;10;138;72;58;29;2;137;90;55;22;161969;3
75005;13;3;70;48;42;12;6;77;48;33;11;161970;3
75006;2;4;81;49;33;18;4;76;54;48;11;161971;17
75007;21;5;152;102;75;25;2;126;88;60;21;161972;6
75008;10;2;77;52;41;14;2;86;52;33;15;161973;2
75009;9;4;122;85;64;17;5;117;77;58;17;161974;15
75010;2;5;129;82;64;21;2;126;75;43;30;161975;7
75011;8;5;141;105;75;16;3;135;91;64;24;161976;20
75012;43;5;119;86;72;22;7;125;72;59;31;161977;16
75013;8;1;72;52;42;11;1;80;60;33;10;161978;1
75014;27;6;134;95;74;25;7;154;93;68;35;161979;22
75015;21;11;144;82;66;28;12;172;100;65;36;161980;7
75016;1;3;115;78;60;21;8;149;78;57;31;161981;9
75017;6;0;74;44;30;19;4;72;40;23;9;161982;0
75018;31;2;160;100;79;25;2;146;97;63;27;161983;7
75019;8;2;111;74;56;25;9;131;79;55;27;161984;9
75020;7;6;109;64;45;25;1;114;72;44;20;161985;10
75021;27;3;102;75;65;15;6;113;66;49;24;161986;9
75022;11;0;67;45;40;11;8;94;54;26;21;161987;0
75023;11;4;154;95;72;28;4;136;87;64;20;161988;8
75024;19;2;68;44;43;12;3;110;68;42;19;161989;2
75025;4;4;95;64;46;20;6;103;67;46;15;161990;8
75026;12;1;71;46;38;20;1;74;50;35;9;161991;2
75027;13;2;99;63;48;21;7;134;86;53;20;161992;8
75028;9;1;94;59;44;21;2;95;61;33;21;161993;5
75029;18;2;146;85;68;35;1;125;81;56;28;161994;7
75030;6;3;121;82;64;18;3;120;78;51;28;161995;7
75031;21;4;197;144;129;32;7;228;168;136;31;161996;38
75032;27;3;136;98;69;22;6;128;68;48;32;161997;11
76424;8;0;84;49;41;18;1;100;69;43;10;161998;1
76425;23;3;86;50;48;18;4;105;70;47;20;161999;9
76426;22;6;139;92;73;27;7;139;84;62;32;162000;12
76427;6;2;83;55;41;20;3;101;65;40;15;162001;8
76428;17;2;39;26;22;6;2;37;30;13;0;162002;0
76429;6;3;160;97;83;34;7;169;105;82;33;162003;26
76430;27;5;160;87;71;39;4;178;121;90;23;162004;29
76431;2;0;23;14;12;4;0;14;8;7;3;162005;0
76432;8;0;76;49;41;20;1;87;72;49;3;162006;11
76433;13;2;107;69;60;27;5;141;80;65;25;162007;15
76434;27;0;169;106;84;37;7;163;93;76;38;162008;23
76435;10;3;87;52;45;18;8;107;62;44;15;162009;9
76436;14;3;165;101;74;32;7;154;95;68;23;162010;15
76437;23;11;167;113;94;25;5;160;98;80;32;162011;16
76438;7;2;88;57;44;17;1;73;46;32;10;162012;5
76439;7;2;103;69;60;19;1;114;73;49;29;162013;8
76440;2;4;97;60;40;16;10;107;55;35;24;162014;4
76441;2;2;65;37;26;15;2;46;29;17;5;162015;4
76442;2;2;53;40;31;9;3;56;32;22;11;162016;4
76443;8;3;98;65;46;22;7;77;44;30;14;162017;3
76444;3;3;54;29;21;18;6;65;31;19;17;162018;3
76445;4;2;71;53;36;12;3;54;30;15;15;162019;0
76446;6;5;113;60;42;30;5;114;59;38;33;162020;6
76447;2;3;97;56;37;21;9;92;50;33;19;162021;5
76448;5;1;67;55;39;9;5;83;50;34;14;162022;2
76449;2;3;65;33;26;21;3;79;49;31;15;162023;5
76450;5;2;76;50;41;10;5;72;37;22;19;162024;0
76451;6;3;84;46;30;18;0;95;62;34;18;162025;4
76452;1;0;45;29;23;9;1;42;23;13;8;162026;1
76453;6;4;111;56;37;32;0;81;59;37;15;162027;2
76454;2;2;55;35;27;14;2;75;55;32;11;162028;2
76455;3;2;48;34;29;10;4;71;46;27;10;162029;1
76456;3;3;60;35;26;15;0;49;27;16;13;162030;2
76457;2;2;66;45;34;10;1;72;45;29;10;162031;4
76458;4;2;97;64;43;22;6;88;46;36;15;162032;7
76459;2;3;94;56;41;16;8;99;63;39;16;162033;8
76460;4;1;49;36;25;7;4;44;21;15;6;162034;0
76461;0;4;50;36;28;6;3;60;42;19;8;162035;1
76462;2;4;99;68;40;16;9;98;50;30;19;162036;1
76463;1;5;83;54;41;15;2;77;47;37;13;162037;1
76464;2;0;40;31;24;6;1;52;23;10;11;162038;1
76465;3;0;65;45;28;8;10;90;62;34;8;162039;7
76466;2;2;59;39;26;9;1;65;50;28;5;162040;2
76467;2;6;120;76;49;16;4;97;51;34;17;162041;8
76468;4;1;93;49;37;30;5;94;47;37;25;162042;1
76469;2;5;87;60;43;13;2;85;60;35;12;162043;1
76470;3;3;88;57;36;12;1;66;34;24;14;162044;4
76471;9;1;76;51;35;10;7;70;46;29;7;162045;2
75060;1;5;77;36;32;19;5;70;41;35;10;162046;2
75061;3;0;51;27;21;15;2;49;28;15;7;162047;2
75062;2;6;105;65;43;22;3;106;81;49;14;162048;2
75063;6;6;87;48;38;21;4;79;48;35;15;162049;6
75064;7;7;78;43;30;14;3;59;31;22;10;162050;5
75065;1;0;62;37;27;14;1;76;48;35;11;162051;7
75066;6;2;50;27;24;14;0;81;55;38;6;162052;2
75067;3;5;100;56;36;21;4;84;47;32;18;162053;5
75068;7;3;104;48;34;28;3;86;41;32;19;162054;2
75069;2;6;90;51;33;24;3;74;48;28;13;162055;4
75070;6;5;80;47;37;19;5;131;96;55;18;162056;2
75071;1;6;149;97;58;31;2;128;67;48;32;162057;5
75072;4;1;47;30;19;13;4;37;28;13;1;162058;3
75073;2;3;103;55;34;25;5;97;49;32;18;162059;8
75074;3;0;50;36;25;9;3;51;24;14;10;162060;2
75075;6;11;154;80;57;33;4;101;55;41;26;162061;16
75076;1;0;39;20;19;14;3;69;50;26;8;162062;1
75077;4;2;78;50;37;13;2;57;34;23;12;162063;1
75078;4;2;74;44;35;10;0;76;53;29;9;162064;1
75079;0;1;53;34;24;11;2;60;36;19;12;162065;2
75080;2;4;110;61;42;27;4;103;70;47;16;162066;1
75081;12;2;59;37;34;13;0;59;35;26;11;162067;1
75082;2;4;79;42;30;14;2;77;47;28;12;162068;0
75083;2;1;57;36;26;11;2;60;32;18;13;162069;0
75084;2;3;68;38;30;21;5;76;43;28;19;162070;1
75085;1;0;51;37;31;6;1;39;20;13;8;162071;5
75086;5;3;55;33;27;15;0;61;41;29;12;162072;8
75087;4;1;74;57;41;9;5;62;36;27;12;162073;2
75088;4;1;64;44;38;13;0;72;39;31;20;162074;7
75089;7;6;77;47;35;17;4;79;50;33;12;162075;7
75090;2;5;58;28;25;14;1;54;36;18;9;162076;1
75091;5;1;43;22;19;11;2;49;22;11;12;162077;2
75092;9;7;121;76;59;20;3;125;69;51;31;162078;13
75093;23;8;69;34;29;20;6;80;39;31;18;162079;2
75094;4;3;80;61;47;9;1;62;40;28;13;162080;3
75095;5;3;47;23;21;14;2;46;22;9;14;162081;0
75096;7;3;50;26;20;15;3;44;21;14;8;162082;2
75097;5;3;74;47;37;16;2;74;48;32;16;162083;1
75098;20;7;92;53;45;21;1;103;67;51;21;162084;3
75099;1;0;76;46;32;16;5;98;71;47;9;162085;8
75100;6;2;44;21;19;17;3;56;35;23;11;162086;3
75101;3;7;61;32;26;18;4;63;39;26;11;162087;6
75102;2;4;65;41;31;14;9;61;25;22;17;162088;9
75103;11;2;61;39;33;12;3;87;60;37;13;162089;4
75104;2;2;38;23;19;11;5;58;36;20;7;162090;0
75105;6;3;59;34;27;14;0;41;21;11;13;162091;2
75106;16;4;53;38;32;9;2;47;31;21;10;162092;2
75107;2;4;65;34;22;13;4;67;39;19;12;162093;0
75108;16;6;80;49;38;15;2;63;38;28;11;162094;4
75109;8;2;60;38;31;11;2;50;23;17;13;162095;4
75110;17;3;76;45;38;22;3;94;49;36;29;162096;6
75111;18;3;45;32;31;9;3;72;35;21;21;162097;0
75112;27;10;123;80;70;24;3;125;73;61;32;162098;18
75113;6;1;124;81;55;25;3;108;77;48;14;162099;7
75114;4;6;130;73;49;39;2;135;83;59;24;162100;4
75115;12;2;129;72;64;37;3;169;122;86;20;162101;6
75116;1;0;99;70;47;15;1;83;58;35;9;162102;5
75117;1;3;84;58;39;17;4;99;75;44;6;162103;1
75118;1;1;52;33;23;12;2;56;39;27;5;162104;1
75119;3;10;123;82;48;16;7;111;79;42;12;162105;2
75120;10;3;79;46;37;17;2;89;52;30;15;162106;0
75121;8;7;151;97;62;28;8;153;99;68;22;162107;13
75122;2;5;133;105;68;13;3;141;99;54;23;162108;1
75123;12;10;165;101;74;35;3;157;78;62;45;162109;33
75124;6;1;63;45;34;13;3;93;52;27;17;162110;1
75125;5;0;71;52;44;10;3;98;63;37;15;162111;5
75126;4;1;59;36;32;13;7;67;46;30;10;162112;5
75127;3;6;108;68;42;19;4;88;55;24;17;162113;0
75128;2;3;129;74;48;32;5;165;90;52;36;162114;5
75129;7;9;108;67;49;21;4;118;75;47;22;162115;4
75130;21;9;114;67;52;25;7;140;84;55;29;162116;11
75131;25;9;73;44;39;15;5;83;57;41;14;162117;1
75132;13;4;114;66;51;28;4;106;62;43;25;162118;17
75133;9;3;95;46;34;33;7;82;39;29;22;162119;12
75134;17;9;160;82;63;37;8;147;73;46;39;162120;13
75135;6;4;77;51;41;13;1;81;37;31;21;162121;8
75136;15;9;123;63;47;30;4;87;55;40;15;162122;9
75137;10;13;182;99;76;36;5;130;78;55;25;162123;4
75138;10;5;73;37;37;21;8;94;55;38;17;162124;3
75139;16;9;144;89;70;24;8;172;105;73;28;162125;12
76531;24;6;130;71;57;33;9;139;79;50;32;162126;2
76532;3;3;63;43;38;13;7;96;57;31;15;162127;1
76533;4;3;59;37;30;11;6;64;29;13;9;162128;0
76534;3;2;75;42;29;23;1;68;43;24;11;162129;0
76535;6;2;92;53;39;24;1;89;64;37;12;162130;1
76536;1;2;98;64;56;15;11;102;49;37;26;162131;5
76537;11;9;103;51;38;24;3;89;48;32;16;162132;2
76538;5;0;139;88;59;32;9;102;62;49;20;162133;4
76539;20;7;137;75;57;35;6;167;106;74;26;162134;7
76540;3;3;88;50;40;21;1;102;64;41;17;162135;7
76541;3;2;61;43;37;12;11;92;52;32;14;162136;2
76542;7;3;80;51;39;18;3;81;42;26;15;162137;9
76543;5;0;67;47;37;11;9;78;40;27;19;162138;8
76544;11;5;91;50;43;29;1;98;67;45;18;162139;5
76545;4;0;117;63;42;28;3;125;66;39;26;162140;2
76546;4;1;56;36;30;15;2;88;48;27;15;162141;2
76547;3;0;51;35;27;11;2;64;39;21;12;162142;3
76548;2;4;144;98;61;25;4;156;105;68;20;162143;5
76549;8;2;73;50;41;15;3;79;44;31;17;162144;4
76550;6;1;75;57;39;8;8;99;56;26;21;162145;2
75197;3;2;106;69;39;26;3;116;65;34;32;162146;1
75198;2;1;94;70;48;15;6;96;56;38;15;162147;9
75199;9;2;107;66;47;24;4;110;52;31;28;162148;4
75200;1;0;118;93;56;11;7;96;50;26;18;162149;2
75201;3;4;116;77;55;20;4;139;85;47;25;162150;1
75202;9;8;170;98;67;44;4;180;112;76;38;162151;5
75203;0;4;90;63;41;15;3;114;62;34;21;162152;1
75204;8;1;73;53;38;12;0;61;38;18;11;162153;2
75205;14;13;115;58;45;33;10;124;59;43;31;162154;8
75206;18;7;89;50;41;22;9;91;53;41;19;162155;3
75207;6;0;39;18;18;15;5;47;26;16;5;162156;3
75208;11;5;174;108;75;40;8;158;84;72;35;162157;17
75209;9;6;102;55;48;26;9;116;71;52;18;162158;16
75210;8;2;124;90;73;22;8;155;97;67;33;162159;5
75211;5;3;77;39;32;24;3;75;43;24;13;162160;4
75212;2;1;73;49;35;17;0;87;59;30;11;162161;2
75213;2;3;102;59;44;28;0;107;86;52;16;162162;5
75214;0;7;81;41;33;20;4;83;47;33;19;162163;8
75215;7;4;149;93;68;29;4;137;80;58;33;162164;6
75216;5;3;68;41;34;15;0;74;59;28;4;162165;3
75217;4;4;157;96;60;31;6;117;70;54;14;162166;2
75218;17;11;138;74;57;31;4;142;80;55;32;162167;15
75219;23;2;100;62;48;20;2;81;54;39;14;162168;3
75220;13;1;101;57;48;27;3;89;69;58;9;162169;17
75221;10;5;101;58;40;30;6;142;69;50;33;162170;12
75222;3;1;52;39;31;9;3;76;36;26;17;162171;5
75223;9;2;83;52;41;19;3;104;61;42;18;162172;7
75224;8;2;64;44;33;8;3;63;35;22;10;162173;1
75225;6;1;48;34;26;9;4;62;43;24;10;162174;1
75226;10;4;111;66;48;22;4;96;63;42;16;162175;4
75227;9;2;51;32;27;9;1;53;26;19;11;162176;3
75228;1;3;46;23;19;15;5;65;36;22;12;162177;1
75229;2;1;17;8;7;6;0;32;18;13;4;162178;3
75230;6;4;56;40;34;8;4;72;47;31;11;162179;2
75231;12;3;150;95;73;26;2;118;84;65;21;162180;13
75232;9;5;94;53;42;22;2;102;61;46;24;162181;10
75233;9;5;93;62;46;11;6;108;68;40;18;162182;0
75234;1;2;69;45;28;14;3;54;27;13;12;162183;1
75235;13;2;78;56;45;9;4;70;40;29;16;162184;6
75236;3;0;50;29;23;13;5;55;31;15;14;162185;2
75237;7;4;53;36;32;5;5;45;26;16;8;162186;3
75238;7;6;97;61;46;18;3;109;68;50;15;162187;7
75239;5;5;95;62;46;13;5;75;40;26;22;162188;10
75240;7;6;128;85;54;24;5;93;52;40;21;162189;4
75241;9;2;62;40;35;13;8;86;52;37;15;162190;8
75242;6;0;55;33;33;19;0;67;49;34;14;162191;2
75243;5;4;114;59;39;32;3;78;52;37;14;162192;8
75244;6;6;74;49;36;14;2;65;40;25;16;162193;5
75245;6;0;71;40;36;19;2;89;55;39;16;162194;7
75246;13;1;88;50;42;18;3;86;46;30;22;162195;3
76638;9;1;82;50;39;19;8;82;55;42;11;162196;7
76639;8;1;56;29;25;17;4;64;39;31;9;162197;7
76640;7;2;61;30;23;15;1;54;40;20;7;162198;0
76641;7;3;91;52;32;23;4;82;58;38;11;162199;2
76642;5;0;55;41;37;9;3;55;32;23;14;162200;3
76643;3;4;64;30;25;20;3;60;38;23;12;162201;5
76644;2;0;66;37;26;17;1;68;45;28;11;162202;3
76645;3;3;74;51;36;13;5;75;41;29;15;162203;4
76646;3;4;46;26;22;13;3;51;30;16;10;162204;1
76647;5;3;54;32;27;11;0;56;42;27;6;162205;5
76648;5;1;45;30;24;7;5;40;23;11;6;162206;1
76649;3;4;55;34;28;9;1;61;31;19;16;162207;7
76650;4;2;89;62;47;19;6;112;58;42;32;162208;8
76651;4;2;76;53;34;13;8;75;42;28;15;162209;5
76652;3;5;65;33;25;13;3;60;31;20;12;162210;1
76653;4;2;62;43;34;11;1;60;38;23;15;162211;5
76654;6;2;57;32;24;14;1;45;28;15;9;162212;1
76655;1;2;89;56;39;16;3;105;62;37;18;162213;7
76656;4;6;62;26;21;23;3;74;41;27;17;162214;3
76657;3;1;52;26;20;15;3;50;26;17;9;162215;0
76658;3;2;55;42;32;8;3;58;33;21;8;162216;3
76659;4;2;74;57;40;10;4;51;28;20;15;162217;3
76660;1;1;58;38;23;16;2;49;27;18;9;162218;3
76661;4;3;99;72;53;16;5;114;66;45;23;162219;9
76662;10;4;133;66;44;32;14;132;55;40;29;162220;6
76663;5;3;82;61;38;10;1;70;45;28;10;162221;0
76664;2;3;64;41;30;11;2;41;34;20;2;162222;3
76665;4;2;92;45;37;29;3;113;71;49;23;162223;2
76666;4;3;50;19;15;16;0;66;50;26;8;162224;2
76667;4;4;64;42;33;9;1;59;36;23;10;162225;2
76668;2;3;73;51;42;9;5;107;52;37;26;162226;1
76669;0;1;49;33;24;13;4;66;34;24;12;162227;7
76670;1;3;117;69;45;25;8;97;48;37;23;162228;11
76671;2;0;55;36;24;13;1;54;33;17;11;162229;2
76672;4;1;47;32;26;8;1;51;26;16;10;162230;0
76673;0;2;87;56;38;20;8;106;48;34;28;162231;10
76674;2;0;37;29;20;4;0;44;25;10;8;162232;1
76675;0;5;103;49;35;26;1;119;79;51;23;162233;0
76676;4;1;56;34;27;13;4;63;36;24;13;162234;1
76677;2;3;64;32;24;20;4;63;35;23;14;162235;4
76678;3;1;64;31;19;21;6;49;28;13;8;162236;0
76679;0;1;71;46;38;14;2;70;43;33;13;162237;4
76680;5;3;104;74;51;13;3;97;61;36;20;162238;1
76681;4;0;31;18;17;11;2;37;20;8;5;162239;1
76682;2;0;41;27;18;10;3;49;31;20;7;162240;0
76683;5;2;70;57;37;7;2;87;52;31;13;162241;0
76684;0;5;59;25;18;21;1;52;24;12;15;162242;2
76685;7;0;43;30;26;6;6;57;30;21;10;162243;2
76686;3;0;99;57;41;23;11;95;49;36;25;162244;3
76687;8;0;108;77;51;17;4;80;55;37;11;162245;1
75295;1;3;57;48;32;2;5;57;35;22;7;162246;1
75296;3;8;80;41;24;20;1;68;43;23;7;162247;1
75297;0;4;57;27;19;13;3;49;30;16;7;162248;5
75298;1;2;62;43;25;10;2;86;64;37;6;162249;3
75299;2;0;47;26;23;14;1;52;31;22;10;162250;4
75300;2;0;46;31;25;11;0;45;32;18;6;162251;0
75301;9;2;62;39;32;14;5;52;30;25;6;162252;12
75302;5;3;78;43;35;19;6;90;51;40;18;162253;11
75303;6;1;48;26;23;15;2;52;31;18;10;162254;1
75304;9;5;81;42;31;23;2;96;53;32;21;162255;5
75305;9;1;90;47;39;20;3;94;55;36;17;162256;1
75306;0;0;36;22;18;9;2;42;20;11;7;162257;7
75307;12;3;113;71;63;24;5;118;71;58;28;162258;18
75308;11;2;74;40;32;16;5;64;37;27;12;162259;0
75309;6;6;95;61;42;22;5;104;61;46;18;162260;7
75310;3;0;39;21;18;14;4;43;20;13;9;162261;4
75311;9;6;82;51;42;18;6;77;48;40;15;162262;18
75312;6;2;89;49;41;20;3;86;46;39;18;162263;7
75313;6;3;76;42;34;14;0;71;47;26;15;162264;8
75314;9;1;55;38;30;11;9;76;29;22;19;162265;4
75315;5;1;44;25;21;12;2;50;25;15;7;162266;2
75316;6;2;64;34;26;18;1;58;30;17;16;162267;1
75317;10;1;38;24;22;10;6;64;33;17;16;162268;1
75318;3;2;58;29;20;20;4;77;45;31;11;162269;1
75319;8;3;101;55;36;26;2;88;46;35;24;162270;7
75320;22;3;101;53;46;29;6;102;49;35;33;162271;8
75321;5;5;56;24;21;17;5;59;25;15;14;162272;0
75322;11;1;51;28;24;13;2;48;30;20;6;162273;2
75323;5;6;111;66;49;27;7;95;45;40;32;162274;20
75324;7;4;63;38;33;11;2;61;31;22;13;162275;3
75325;10;2;66;40;33;15;4;71;31;26;19;162276;4
75326;3;4;68;40;27;15;3;59;34;22;13;162277;3
75327;19;4;57;37;33;13;5;77;40;33;17;162278;6
75328;12;3;75;48;38;13;4;66;34;22;20;162279;5
75329;12;2;58;38;33;10;2;54;31;23;12;162280;3
75330;6;3;76;47;34;14;5;127;75;46;22;162281;7
75331;4;2;52;35;28;10;1;46;34;21;8;162282;0
75332;14;2;50;38;35;6;4;55;28;20;14;162283;8
75333;12;1;39;23;22;10;1;46;24;15;10;162284;4
75334;13;1;61;35;30;11;3;68;36;24;15;162285;1
75335;14;5;88;46;39;23;6;87;48;38;23;162286;11
75336;4;6;78;43;34;20;7;109;53;39;24;162287;4
75337;5;3;56;25;23;19;2;70;42;26;14;162288;7
75338;21;4;59;39;37;12;2;60;35;27;16;162289;7
75339;8;1;52;36;31;9;1;54;33;26;11;162290;6
75340;15;1;56;37;33;12;6;63;29;21;20;162291;10
75341;10;1;78;39;29;24;2;66;37;28;17;162292;6
75342;5;4;44;29;25;8;9;54;20;10;15;162293;2
75343;26;6;88;53;43;19;2;75;43;33;25;162294;12
75344;22;3;100;65;51;22;1;80;55;47;19;162295;30
75345;10;0;50;34;27;8;3;43;19;12;10;162296;3
75346;14;5;61;35;30;16;0;65;39;26;17;162297;7
75347;16;7;106;72;56;19;4;105;64;54;23;162298;28
75348;6;9;86;47;31;18;3;75;44;26;15;162299;5
75349;5;5;87;51;36;20;3;71;44;34;9;162300;10
75350;4;6;51;25;19;14;8;58;27;16;11;162301;0
75351;7;3;62;36;27;11;1;77;43;23;16;162302;4
75352;5;5;82;50;40;14;3;80;50;36;13;162303;9
75353;9;4;63;34;29;16;3;54;36;28;8;162304;5
76745;11;2;63;42;32;11;5;45;26;21;9;162305;4
76746;2;1;47;31;28;10;3;52;33;24;6;162306;3
76747;9;5;108;66;55;23;4;129;77;60;23;162307;8
76748;12;4;99;51;40;27;18;104;62;48;17;162308;13
76749;7;5;103;69;44;19;5;114;67;46;21;162309;8
76750;29;7;104;66;58;23;7;115;56;48;29;162310;7
76751;7;1;62;35;31;17;2;86;43;28;24;162311;5
76752;6;1;33;20;17;9;4;39;17;13;12;162312;3
76753;8;4;61;35;24;14;8;58;29;20;9;162313;4
76754;8;3;64;38;30;14;3;63;39;29;7;162314;7
76755;4;5;48;25;21;11;2;56;36;24;10;162315;1
76756;3;2;71;49;35;12;7;67;36;23;15;162316;3
76757;11;2;90;58;40;19;5;83;39;31;22;162317;9
76758;5;0;39;29;26;6;4;44;20;15;8;162318;2
76759;15;1;74;52;47;11;6;68;34;27;17;162319;2
76760;3;2;55;29;21;17;5;62;26;20;12;162320;6
76761;4;1;72;50;34;16;4;74;45;33;10;162321;4
76762;21;3;57;33;28;14;3;73;44;28;14;162322;6
76763;5;2;85;43;35;24;2;90;47;33;23;162323;2
76764;4;2;46;23;18;19;3;61;31;21;16;162324;7
76765;14;1;73;51;39;11;6;75;42;28;17;162325;2
76766;6;0;14;8;8;4;2;16;9;6;2;162326;1
76767;2;6;61;30;19;18;3;63;33;22;12;162327;2
76768;3;4;81;52;33;14;5;78;36;24;18;162328;5
76769;5;3;59;41;33;8;4;59;36;24;11;162329;1
76770;20;3;60;41;34;14;3;64;33;25;21;162330;3
76771;2;2;37;19;16;11;3;45;27;18;9;162331;3
76772;7;1;53;34;26;15;3;66;32;23;15;162332;7
76773;4;6;88;37;27;23;7;98;44;31;19;162333;5
76774;8;3;49;35;28;10;1;54;33;20;9;162334;2
76775;13;4;82;47;40;21;3;74;38;27;21;162335;9
76776;13;2;112;64;50;32;2;94;61;56;20;162336;25
76777;5;1;59;37;27;11;5;71;35;18;21;162337;2
76778;3;3;66;39;30;18;3;77;47;33;12;162338;11
76779;4;2;71;37;26;24;3;66;43;30;13;162339;6
76780;26;2;92;56;45;21;0;90;65;46;12;162340;10
76781;5;0;52;30;24;14;0;54;33;22;10;162341;6
76782;14;3;65;48;43;6;7;65;40;28;11;162342;14
76783;13;3;104;53;37;23;4;93;54;39;17;162343;3
76784;15;3;46;31;25;11;3;62;34;24;9;162344;3
76785;19;6;91;58;51;18;3;99;56;46;23;162345;11
75424;3;1;50;34;27;11;4;71;28;19;19;162346;5
75425;2;3;46;28;23;10;5;51;26;15;11;162347;6
75426;6;4;99;61;41;20;3;90;62;38;12;162348;5
75427;7;2;69;41;34;14;1;46;34;28;6;162349;7
75428;3;5;86;42;33;22;4;72;36;27;18;162350;8
75429;5;2;67;43;31;15;2;72;32;19;20;162351;5
75430;1;5;54;35;28;9;1;48;23;16;7;162352;2
75431;5;0;58;44;36;6;2;59;41;26;9;162353;4
75432;6;3;48;25;22;16;7;54;31;24;9;162354;8
75433;6;1;47;28;21;15;4;52;30;21;10;162355;4
75434;2;1;66;46;38;13;3;70;44;33;13;162356;5
75435;2;5;110;66;43;24;9;114;64;45;19;162357;8
75436;1;6;87;49;36;19;7;93;45;29;24;162358;3
75437;14;4;93;53;39;26;8;92;44;33;24;162359;7
75438;11;7;105;60;42;29;9;125;74;54;26;162360;10
75439;10;5;102;45;35;32;3;94;57;38;22;162361;5
75440;9;2;75;38;35;27;8;86;59;50;11;162362;6
75441;7;0;53;30;21;16;4;48;30;15;10;162363;1
75442;5;3;79;56;40;11;4;69;36;23;12;162364;6
75443;6;2;95;53;37;26;2;93;61;44;19;162365;10
75444;9;4;60;35;30;16;4;66;37;29;13;162366;2
75445;3;2;43;25;21;12;3;46;28;14;10;162367;3
75446;2;3;64;36;28;18;11;78;38;28;16;162368;8
75447;3;1;47;24;21;15;3;43;25;15;10;162369;0
75448;3;5;88;50;33;20;6;105;51;33;27;162370;7
75449;20;6;116;65;52;26;14;118;59;43;31;162371;14
75450;7;6;89;48;38;19;2;83;40;24;26;162372;4
75451;16;1;51;39;28;6;4;55;30;17;7;162373;3
75452;18;5;90;57;47;22;7;91;62;47;16;162374;9
75453;3;1;46;30;26;14;1;56;33;25;11;162375;6
75454;10;3;57;35;28;14;7;54;34;27;8;162376;4
75455;20;2;56;37;32;10;6;68;32;20;21;162377;5
75456;16;3;75;47;40;16;3;83;43;28;28;162378;7
75457;22;5;77;50;46;18;4;96;56;41;23;162379;15
75458;18;5;79;49;40;20;6;82;46;42;14;162380;18
75459;3;0;54;40;32;8;2;66;37;27;10;162381;3
75460;2;2;35;15;14;11;5;50;22;12;8;162382;0
76852;13;5;81;37;32;21;6;90;50;33;21;162383;2
76853;1;1;36;24;21;8;4;44;30;17;1;162384;1
76854;1;5;80;55;34;13;2;63;40;24;8;162385;1
76855;1;2;69;37;31;16;8;82;42;29;17;162386;5
76856;5;2;58;38;29;14;7;71;36;27;16;162387;7
76857;8;6;64;35;27;14;4;73;50;29;7;162388;0
76858;7;1;59;35;28;16;5;83;50;32;15;162389;1
76859;7;1;61;38;27;12;4;63;28;22;12;162390;7
76860;4;8;90;49;39;17;5;103;46;36;22;162391;8
76861;7;4;45;26;23;13;4;56;27;21;16;162392;4
76862;8;4;97;65;53;14;3;93;65;48;15;162393;10
76863;8;5;77;39;32;24;5;75;35;29;19;162394;8
76864;18;4;75;52;42;14;3;71;47;36;11;162395;1
76865;7;3;69;44;31;13;4;59;31;18;12;162396;0
76866;3;1;41;20;18;13;8;44;19;13;5;162397;1
76867;9;3;67;41;33;15;2;62;36;27;12;162398;12
76868;13;2;77;43;37;23;6;86;44;30;19;162399;3
76869;9;3;77;37;32;24;0;60;37;29;14;162400;11
76870;5;2;73;45;36;17;2;76;42;28;22;162401;6
76871;19;10;91;52;45;19;1;75;58;42;10;162402;0
76872;5;2;106;75;51;17;1;119;64;37;30;162403;4
76873;10;2;55;36;33;10;2;55;32;22;12;162404;11
76874;7;0;30;16;13;8;2;34;25;17;1;162405;2
76875;7;6;74;40;34;16;2;83;51;34;17;162406;3
76876;21;4;70;43;33;16;5;59;37;30;9;162407;5
76877;3;1;72;42;36;20;2;101;70;47;17;162408;8
76878;2;0;57;38;30;9;1;61;41;23;10;162409;6
76879;5;2;47;25;22;14;1;53;33;22;10;162410;4
76880;3;1;64;41;30;13;5;62;34;24;13;162411;4
76881;3;0;57;39;27;14;3;68;33;22;19;162412;5
76882;9;1;87;51;38;20;4;88;57;43;15;162413;7
76883;11;6;96;50;40;28;8;112;77;54;16;162414;4
76884;15;1;86;54;45;17;2;97;44;29;31;162415;3
76885;0;1;49;30;24;7;0;63;39;18;8;162416;3
76886;7;3;100;66;44;16;9;117;65;45;20;162417;11
76887;7;3;97;51;35;25;1;105;66;48;13;162418;5
76888;2;5;88;50;39;15;4;79;51;37;9;162419;3
76889;12;3;107;75;60;17;4;95;65;49;15;162420;3
76890;1;6;57;39;25;10;3;53;38;26;7;162421;0
76891;1;1;71;43;22;19;6;63;39;22;9;162422;1
76892;2;4;61;43;33;7;2;55;31;21;9;162423;9
76893;4;0;41;23;18;12;3;54;31;19;7;162424;0
76894;6;1;58;32;24;18;3;60;40;26;8;162425;2
76895;3;5;114;89;51;9;8;84;47;29;15;162426;5
76896;12;1;49;30;24;14;0;52;31;20;10;162427;4
76897;7;2;66;40;33;17;0;83;59;36;14;162428;5
